"match_id","date","season","home_team","away_team","result","home_goals","away_goals","home_last5_win_pct","away_last5_win_pct","home_form","away_form","home_streak","away_streak","home_avg_goals_scored","away_avg_goals_scored","home_avg_goals_conceded","away_avg_goals_conceded","home_shots_avg","away_shots_avg","home_corners_avg","away_corners_avg","home_cards_avg","away_cards_avg","home_league_position","away_league_position","home_is_favorite","bet_odds_home","bet_odds_draw","bet_odds_away"
"20211106-Oviedo-LasPalmas",2021-11-06,"21_22","Oviedo","Las Palmas","D",1,1,0.4,0.8,1.4,2.4,0,3,1.2,1.6,1.4,0.8,12,13.6,6,5.2,0.8,2.6,9,3,1,2.05,3.2,4
"20211106-Valladolid-Mirandes",2021-11-06,"21_22","Valladolid","Mirandes","H",3,1,0.6,0.4,2,1.4,0,1,1.6,1.6,1.2,1.8,14.6,12.8,7,2.2,1.6,2.4,6,12,1,1.6,3.6,6.5
"20211106-Fuenlabrada-Eibar",2021-11-06,"21_22","Fuenlabrada","Eibar","D",0,0,0,0.8,0.4,2.4,0,1,0.6,1,1.4,0.6,9.6,10.8,4.4,3.8,5.2,1.4,18,3,0,3,3,2.5
"20211107-Alcorcon-Amorebieta",2021-11-07,"21_22","Alcorcon","Amorebieta","D",2,2,0,0.2,0.2,1,0,1,0.8,1.6,2.4,1.4,7.4,11.6,3.4,6.2,3.2,1.2,22,21,1,2.4,3.1,3.25
"20211107-Zaragoza-SpGijon",2021-11-07,"21_22","Zaragoza","Sp Gijon","H",2,0,0.2,0.2,1.4,0.8,1,0,1,0.6,0.8,1,9.2,14.6,3.8,4.6,3.4,2.6,15,7,1,2.45,3.1,3.1
"20211107-Almeria-Burgos",2021-11-07,"21_22","Almeria","Burgos","H",2,0,0.8,0.4,2.4,1.4,4,0,1.8,1.4,0.6,1.6,12.8,9.4,4.2,3.8,2,2,1,17,1,1.45,3.75,10
"20211107-Cartagena-Malaga",2021-11-07,"21_22","Cartagena","Malaga","H",3,1,0.4,0.4,1.4,1.6,0,1,1.2,1,1.2,0.8,9.8,11.6,6,5.2,1.8,1.4,12,9,1,2.3,3.1,3.3
"20211107-SociedadB-Ibiza",2021-11-07,"21_22","Sociedad B","Ibiza","A",0,1,0.2,0.4,0.8,1.6,0,0,1,1.2,1.6,0.8,10.6,9.4,4.8,3.8,1.4,2.6,19,12,1,2.62,3.1,2.9
"20211108-Tenerife-Girona",2021-11-08,"21_22","Tenerife","Girona","H",2,1,0.4,0.6,1.4,2,0,2,1.4,1.8,0.8,1.4,11.2,14.4,3,6,3.2,3.4,6,13,1,2.45,3.2,3.1
"20211112-SpGijon-SociedadB",2021-11-12,"21_22","Sp Gijon","Sociedad B","A",0,1,0,0.2,0.2,0.6,0,0,0.4,0.8,1.4,1.6,14.4,10,4.2,5.2,2.8,1.4,8,20,1,1.72,3.4,5.25
"20211113-Valladolid-Fuenlabrada",2021-11-13,"21_22","Valladolid","Fuenlabrada","H",3,0,0.6,0,2,0.4,1,0,1.8,0.6,1.4,1.4,15.8,10.2,6.6,4.4,1.4,4.2,6,18,1,1.57,3.8,6.5
"20211113-Eibar-Alcorcon",2021-11-13,"21_22","Eibar","Alcorcon","H",2,1,0.6,0,2,0.4,0,0,0.8,1.2,0.6,2.6,11,8.4,4.2,3.2,1.2,2.4,3,22,1,1.44,4.2,7.5
"20211113-Mirandes-Huesca",2021-11-13,"21_22","Mirandes","Huesca","A",0,1,0.2,0,0.8,0.6,0,0,1.4,0.6,2.4,1.4,14,9.6,2.4,4.8,2.4,3,14,15,0,3.1,3.2,2.37
"20211113-LasPalmas-Zaragoza",2021-11-13,"21_22","Las Palmas","Zaragoza","A",2,3,0.6,0.4,2,1.8,0,2,1.4,1.2,0.8,0.6,14.4,9.8,5.6,3.8,2.2,3.4,5,13,1,2.05,3.25,3.7
"20211114-Amorebieta-Lugo",2021-11-14,"21_22","Amorebieta","Lugo","A",1,3,0.2,0.2,1.2,0.8,0,0,1.6,1.2,1.2,1.4,8.6,9.4,5.2,4.6,1.4,2.8,21,17,1,2,3.25,4
"20211114-Girona-Cartagena",2021-11-14,"21_22","Girona","Cartagena","H",2,0,0.6,0.4,2,1.4,0,1,1.8,1.2,1.2,1,13.2,10.6,4.4,6.8,3,1.8,15,9,1,1.72,3.5,5
"20211114-Ibiza-Almeria",2021-11-14,"21_22","Ibiza","Almeria","A",0,1,0.6,1,2.2,3,1,5,1.4,2.2,0.4,0.4,8.2,13,3.4,4.6,2.4,2,8,1,0,3.5,3.3,2.1
"20211114-Burgos-Ponferradina",2021-11-14,"21_22","Burgos","Ponferradina","H",1,0,0.4,0.4,1.2,1.6,0,1,1.2,1.2,1.8,1,8.8,15.2,3.6,5.4,2.6,2.2,18,6,1,2.4,3.2,3.1
"20211114-Leganes-Oviedo",2021-11-14,"21_22","Leganes","Oviedo","D",0,0,0.2,0.4,1,1.4,1,0,1.4,1.2,1.4,1.4,14.2,12,5.8,5,2,1.4,20,13,1,2,3.2,3.9
"20211115-Malaga-Tenerife",2021-11-15,"21_22","Malaga","Tenerife","H",1,0,0.4,0.6,1.4,2,0,1,1,1.6,1.2,0.6,10.8,12.2,5.2,2.6,1.8,2.8,14,4,1,2.5,3.1,3
"20211119-Fuenlabrada-Mirandes",2021-11-19,"21_22","Fuenlabrada","Mirandes","D",1,1,0,0.2,0.2,0.8,0,0,0.6,1.2,2,2.2,9.4,14.2,3.4,2.6,4.4,2,19,17,1,2.1,3.2,3.6
"20211120-Oviedo-Amorebieta",2021-11-20,"21_22","Oviedo","Amorebieta","H",2,0,0.4,0.2,1.6,1,0,0,1,1.8,0.8,1.8,11,8.8,4.4,4.6,2,2,12,21,1,1.8,3.25,5.25
"20211120-Malaga-LasPalmas",2021-11-20,"21_22","Malaga","Las Palmas","H",2,1,0.6,0.6,1.8,2,1,0,1.2,1.8,1.2,1,11,15,4.6,7.6,2.4,1.6,8,5,1,2.62,3.1,2.87
"20211120-Almeria-Valladolid",2021-11-20,"21_22","Almeria","Valladolid","H",3,1,1,0.8,3,2.4,6,2,1.8,2.2,0.2,1.2,12.6,14.8,4.4,5.6,2.6,1.4,1,3,1,2.05,3.2,3.9
"20211121-Cartagena-Burgos",2021-11-21,"21_22","Cartagena","Burgos","H",1,0,0.2,0.4,0.8,1.2,0,1,1,0.8,1.4,1.6,9.4,9.8,4,3.6,2.4,2.4,11,16,1,1.95,3.2,4.2
"20211121-Tenerife-Alcorcon",2021-11-21,"21_22","Tenerife","Alcorcon","H",1,0,0.6,0,2,0.2,0,0,1.6,0.8,0.6,2.4,12.4,9.4,2.4,3.2,2,2.2,5,22,1,1.44,4.1,8
"20211121-Lugo-Eibar",2021-11-21,"21_22","Lugo","Eibar","D",2,2,0.2,0.6,0.8,2,1,1,1.4,1,1.6,0.8,10,11.2,5,4.2,2.6,1.2,15,2,0,3.6,3.1,2.15
"20211121-Huesca-Ibiza",2021-11-21,"21_22","Huesca","Ibiza","D",0,0,0.2,0.6,1,2,1,0,0.8,1.2,1.4,0.4,9.8,9.4,5,4,2.8,2,14,10,1,2,3.2,4
"20211121-Ponferradina-SpGijon",2021-11-21,"21_22","Ponferradina","Sp Gijon","H",4,1,0.4,0,1.4,0.2,0,0,1,0.4,1,1.4,15.4,14.2,6.4,4.4,1.8,2.4,6,11,1,2.45,3.1,3
"20211122-SociedadB-Girona",2021-11-22,"21_22","Sociedad B","Girona","A",1,2,0.4,0.6,1.2,2,1,1,0.8,1.8,1,1,10,14,5,4.6,1.6,2.8,18,14,1,2.62,3,2.87
"20211122-Zaragoza-Leganes",2021-11-22,"21_22","Zaragoza","Leganes","A",0,2,0.6,0.2,2.2,1,3,0,1.6,0.8,0.8,0.8,9.4,13.4,2.6,6.6,3,1.8,12,20,1,2.45,3.1,3.1
"20211126-Alcorcon-Lugo",2021-11-26,"21_22","Alcorcon","Lugo","D",1,1,0,0.2,0.2,1,0,0,0.8,1.8,2,1.8,11.2,10.6,3.8,5.2,2.6,2.8,22,15,1,2.2,3.2,3.5
"20211126-Mirandes-Oviedo",2021-11-26,"21_22","Mirandes","Oviedo","D",1,1,0.2,0.4,1,1.6,0,1,1.2,1,1.6,0.6,15.4,12,4.2,4.8,2.2,2,16,9,0,2.87,3.1,2.62
"20211127-Burgos-Malaga",2021-11-27,"21_22","Burgos","Malaga","H",3,0,0.2,0.6,0.6,1.8,0,2,0.2,1.4,1.6,1.4,10.2,8.8,3.4,3.2,2.2,2.6,17,7,1,2.7,3,2.8
"20211127-Almeria-Huesca",2021-11-27,"21_22","Almeria","Huesca","D",0,0,1,0.2,3,1.2,7,0,1.6,0.6,0.2,0.8,14.4,11.2,5.6,4.4,2.6,2.8,1,15,1,1.7,3.6,5.25
"20211127-SpGijon-Fuenlabrada",2021-11-27,"21_22","Sp Gijon","Fuenlabrada","D",1,1,0,0,0.2,0.4,0,0,0.4,0.6,1.8,1.6,12.6,8,3.2,4,2.4,5.2,15,20,1,1.75,3.25,5.75
"20211127-Valladolid-Cartagena",2021-11-27,"21_22","Valladolid","Cartagena","H",2,0,0.6,0.4,1.8,1.4,0,1,2,1,1.6,1,14,12,4.6,5,1.2,2.6,5,9,1,1.66,3.5,6
"20211128-Leganes-LasPalmas",2021-11-28,"21_22","Leganes","Las Palmas","H",4,1,0.4,0.4,1.6,1.4,1,0,1,1.4,0.4,1.4,13.4,13.4,6.6,6.8,2.2,2.4,18,6,1,2.15,3.1,3.8
"20211128-Amorebieta-Zaragoza",2021-11-28,"21_22","Amorebieta","Zaragoza","D",1,1,0.2,0.6,1,2,0,0,1.6,1.4,1.8,1,8,10,3.8,2,2.4,3.2,21,14,0,3.2,3,2.5
"20211128-Ibiza-Ponferradina",2021-11-28,"21_22","Ibiza","Ponferradina","A",0,1,0.4,0.6,1.6,2,0,1,0.6,1.6,0.2,0.8,9.8,14.8,3.8,5.6,1.2,1.8,12,5,1,2.4,3.1,3.25
"20211128-Tenerife-SociedadB",2021-11-28,"21_22","Tenerife","Sociedad B","H",2,0,0.6,0.2,2,0.6,1,0,1.4,0.6,0.4,1.2,12.6,9.8,3.4,4.6,1.6,1.4,5,20,1,1.66,3.4,6.5
"20211129-Eibar-Girona",2021-11-29,"21_22","Eibar","Girona","H",4,2,0.4,0.8,1.6,2.4,0,2,1,2,1,1,14.4,12.8,4.2,4.8,1.2,3,4,10,1,2.1,3.2,3.8
"20211203-Huesca-Valladolid",2021-12-03,"21_22","Huesca","Valladolid","H",3,2,0.2,0.6,1.2,1.8,0,1,0.4,2,0.6,1.6,10.6,16.2,3.8,5.6,3.4,1.4,14,5,0,2.75,3.2,2.7
"20211204-Fuenlabrada-Almeria",2021-12-04,"21_22","Fuenlabrada","Almeria","D",1,1,0,0.8,0.6,2.6,0,0,0.6,1.4,1.4,0.2,7,15,4.2,5,4.2,2.6,19,1,0,3.6,3.3,2.1
"20211205-Ponferradina-Mirandes",2021-12-05,"21_22","Ponferradina","Mirandes","H",2,1,0.6,0.2,2,1,2,0,1.6,1.2,0.8,1.6,15.2,14.8,5.8,5,2.4,2.2,4,18,1,2,3.2,4.2
"20211205-Malaga-Amorebieta",2021-12-05,"21_22","Malaga","Amorebieta","A",1,2,0.6,0.2,1.8,1,0,0,1.2,1.6,1.6,1.8,9.2,8.4,3.8,3.2,2.6,3.4,7,21,1,1.83,3.4,4.75
"20211205-Lugo-Ibiza",2021-12-05,"21_22","Lugo","Ibiza","D",0,0,0.2,0.2,1,1,0,0,1.8,0.2,1.8,0.4,10.2,9.6,3.6,4,3,1.6,17,13,1,2.6,3.1,2.87
"20211205-Oviedo-Alcorcon",2021-12-05,"21_22","Oviedo","Alcorcon","H",3,1,0.2,0,1.2,0.4,0,0,0.8,1,0.6,1.8,9,13.8,3.2,4.2,2,3,8,22,1,1.7,3.4,6
"20211205-SociedadB-Burgos",2021-12-05,"21_22","Sociedad B","Burgos","A",0,1,0.2,0.4,0.6,1.2,0,1,0.6,0.8,1.4,0.8,10.8,11.4,4.2,3.4,2,2.2,20,16,1,2.25,3.2,3.4
"20211205-LasPalmas-SpGijon",2021-12-05,"21_22","Las Palmas","Sp Gijon","H",1,0,0.2,0,0.8,0.2,0,0,1.4,0.4,2.2,1.8,14,11.4,6.2,2.8,2.6,2.4,7,15,1,2,3.1,4.5
"20211206-Zaragoza-Eibar",2021-12-06,"21_22","Zaragoza","Eibar","H",1,0,0.6,0.6,2,2.2,0,1,1.4,1.8,1,1,9.8,14.2,3.2,4.6,2.8,1.6,14,3,1,2.6,3.1,2.9
"20211206-Cartagena-Tenerife",2021-12-06,"21_22","Cartagena","Tenerife","D",1,1,0.4,0.6,1.4,2,0,2,1,1,1.2,0.4,12,10.8,5,3.4,3.4,1.4,12,4,0,2.9,3.1,2.6
"20211206-Girona-Leganes",2021-12-06,"21_22","Girona","Leganes","H",3,0,0.6,0.6,1.8,2.2,0,2,2,1.8,1.6,0.4,12,12,3.8,5.2,2,2.4,13,17,1,2.45,3.1,3.1
"20211210-SpGijon-Huesca",2021-12-10,"21_22","Sp Gijon","Huesca","D",1,1,0,0.4,0.2,1.6,0,1,0.4,0.8,1.8,0.8,10.4,10.8,2.4,4.4,2.8,3,15,12,1,2.2,3.2,3.5
"20211211-Burgos-Fuenlabrada",2021-12-11,"21_22","Burgos","Fuenlabrada","H",2,0,0.6,0,1.8,0.8,2,0,1,0.6,0.6,1.2,10.8,6.4,2.6,4.2,2,3.2,13,19,1,2.25,3.2,3.4
"20211211-Ibiza-Girona",2021-12-11,"21_22","Ibiza","Girona","D",1,1,0.2,0.6,1,1.8,0,1,0.2,2,0.4,1.4,8.8,11.4,4.4,2.6,1.4,1.8,14,9,1,2.5,3.2,3
"20211211-Almeria-Zaragoza",2021-12-11,"21_22","Almeria","Zaragoza","H",3,0,0.6,0.6,2.2,2,0,1,1.4,1.4,0.4,1,13,10.4,5.2,4,2.8,2.2,1,11,1,1.7,3.75,5.25
"20211211-Eibar-Malaga",2021-12-11,"21_22","Eibar","Malaga","D",2,2,0.4,0.4,1.6,1.2,0,0,1.6,1,1.2,1.8,16.8,10.2,4.8,4.8,2,3,3,13,1,1.75,3.6,4.75
"20211211-Tenerife-Lugo",2021-12-11,"21_22","Tenerife","Lugo","D",1,1,0.6,0.2,2,1.2,0,0,1.2,1.4,0.6,1.2,11.4,10.2,2.8,4.2,2,2.8,4,16,1,1.75,3.4,5.25
"20211212-Valladolid-Oviedo",2021-12-12,"21_22","Valladolid","Oviedo","H",2,1,0.6,0.4,1.8,1.8,0,1,2.2,1.4,1.4,0.6,17.4,9.4,5.6,2.6,2,2,5,7,1,1.85,3.4,4.5
"20211212-Leganes-Ponferradina",2021-12-12,"21_22","Leganes","Ponferradina","D",1,1,0.6,0.8,2,2.4,0,3,1.6,1.8,0.8,0.8,12.8,13.2,5,4.2,3.2,2,17,3,1,1.95,3.4,4.2
"20211212-Amorebieta-LasPalmas",2021-12-12,"21_22","Amorebieta","Las Palmas","D",1,1,0.2,0.2,1,0.8,1,1,1.2,1.2,1.8,2,8.2,14.4,2.8,6.4,3,2.6,20,6,0,3.25,3.1,2.37
"20211212-Alcorcon-Cartagena",2021-12-12,"21_22","Alcorcon","Cartagena","D",1,1,0,0.4,0.4,1.4,0,0,1,1,1.8,1.2,12.6,14.2,3.8,5.4,2.8,3.4,22,13,0,2.75,3.1,2.75
"20211213-Mirandes-SociedadB",2021-12-13,"21_22","Mirandes","Sociedad B","H",2,0,0,0.2,0.4,0.6,0,0,0.8,0.4,1.6,1.2,15.6,10.6,6.8,5,2.2,2,18,21,1,2.15,3.25,3.6
"20211217-Girona-Burgos",2021-12-17,"21_22","Girona","Burgos","H",3,1,0.6,0.8,2,2.4,0,3,2,1.4,1.2,0.2,10.8,11.2,2.8,3,2.2,1.8,8,9,1,1.5,4,7
"20211218-Ibiza-SpGijon",2021-12-18,"21_22","Ibiza","Sp Gijon","A",0,2,0,0,0.6,0.4,0,0,0.2,0.6,0.6,1.6,9.6,10.8,5.8,3.6,1.6,2.6,14,15,1,2.4,3.1,3.2
"20211218-Malaga-Leganes",2021-12-18,"21_22","Malaga","Leganes","A",0,2,0.4,0.4,1.4,1.6,0,0,1.2,1.4,1.6,1,11,14.2,4.6,4.2,2.2,2.8,12,18,1,2.7,3.1,2.75
"20211218-LasPalmas-Eibar",2021-12-18,"21_22","Las Palmas","Eibar","A",0,1,0.2,0.4,0.8,1.6,0,0,1.2,2,2,1.6,15,17.2,6.4,5.6,2.4,2,7,3,1,2.15,3.2,3.6
"20211219-Ponferradina-Amorebieta",2021-12-19,"21_22","Ponferradina","Amorebieta","D",1,1,0.6,0.2,2,1,0,0,1.6,1,0.8,1.6,11,9.6,3.4,2.4,2.4,3,4,20,1,1.85,3.5,4.33
"20211219-Zaragoza-Tenerife",2021-12-19,"21_22","Zaragoza","Tenerife","A",0,2,0.4,0.4,1.4,1.6,0,0,1,1,1.6,0.6,9.8,10.6,4.8,3.2,1.4,2.4,14,4,1,2.45,3,3.2
"20211219-Fuenlabrada-Oviedo",2021-12-19,"21_22","Fuenlabrada","Oviedo","D",0,0,0,0.4,0.6,1.6,0,0,0.6,1.4,1.6,0.8,6.6,8.6,5.4,2.6,4.2,1.4,19,8,0,2.87,3.1,2.62
"20211219-Cartagena-Mirandes",2021-12-19,"21_22","Cartagena","Mirandes","H",3,0,0.2,0.2,1,1,0,1,0.6,1,1.2,1,13.8,14.8,5.2,7.2,3.4,1.4,11,18,1,2.05,3.25,4
"20211219-Huesca-Alcorcon",2021-12-19,"21_22","Huesca","Alcorcon","D",0,0,0.4,0,1.8,0.4,0,0,1,0.8,0.6,1.6,10.6,12.4,3.6,4.2,2.8,3.2,13,22,1,1.75,3.6,5
"20211219-SociedadB-Valladolid",2021-12-19,"21_22","Sociedad B","Valladolid","A",0,2,0.2,0.6,0.6,1.8,0,1,0.4,2,1.4,1.4,11.4,15.4,5.4,6.8,1.8,3.2,21,5,0,3.5,3.25,2.15
"20211231-Oviedo-Ponferradina",2021-12-31,"21_22","Oviedo","Ponferradina","H",2,0,0.4,0.6,1.6,2.2,0,0,1.4,1.8,0.8,0.8,9,12,2.4,3,1.4,2.2,9,4,1,2.3,3,3.5
"20211231-Burgos-Amorebieta",2021-12-31,"21_22","Burgos","Amorebieta","D",2,2,0.6,0.2,1.8,1.2,0,0,1.4,1,0.8,1.2,11.6,9.2,3.6,2,1.8,3.2,10,20,1,2.45,3.1,3.1
"20211231-Eibar-SociedadB",2021-12-31,"21_22","Eibar","Sociedad B","H",3,2,0.4,0,1.6,0,1,0,1.8,0.2,1.4,1.8,16.6,11.4,5.8,5.2,3,2,2,21,1,1.53,4.2,6.5
"20220102-Fuenlabrada-Ibiza",2022-01-02,"21_22","Fuenlabrada","Ibiza","A",1,2,0,0,0.8,0.6,0,0,0.6,0.2,1,0.8,8.2,13,6.2,7.2,4.4,2,20,16,1,2.2,3,3.2
"20220102-Huesca-Girona",2022-01-02,"21_22","Huesca","Girona","A",0,1,0.2,0.6,1.4,2,0,1,0.8,2.2,0.6,1.4,10,9.8,4,2.4,2.2,2.4,13,9,1,2.6,3,3
"20220102-Almeria-Cartagena",2022-01-02,"21_22","Almeria","Cartagena","A",0,1,0.6,0.4,2.2,1.6,1,1,1.6,1.2,0.4,0.8,13.4,12.8,4.6,5.2,2.4,3,1,9,1,1.61,3.8,6
"20220102-Valladolid-Leganes",2022-01-02,"21_22","Valladolid","Leganes","H",1,0,0.6,0.6,1.8,2,2,1,1.8,1.8,1.4,1,15.2,13.8,6.4,3.4,3,3,4,15,1,1.95,3.3,4.33
"20220102-Tenerife-LasPalmas",2022-01-02,"21_22","Tenerife","Las Palmas","A",0,1,0.6,0.2,2.2,0.8,1,0,1.4,0.8,0.4,1.6,9,15,2.4,5.2,2.8,3,4,8,1,2.1,3.2,3.8
"20220102-Mirandes-Zaragoza",2022-01-02,"21_22","Mirandes","Zaragoza","H",2,0,0.2,0.2,1,0.8,0,0,1,0.4,1.4,1.6,14.4,11.2,8,5.4,1,1.4,18,15,0,2.6,3,2.6
"20220103-Alcorcon-Malaga",2022-01-03,"21_22","Alcorcon","Malaga","A",0,1,0,0.2,0.6,0.8,0,0,0.6,1,1.2,2,11.6,11,4.4,4.6,2.8,2.2,22,14,0,2.7,3,2.62
"20220107-Amorebieta-Tenerife",2022-01-07,"21_22","Amorebieta","Tenerife","D",1,1,0.2,0.4,1.4,1.6,0,0,1.4,1.2,1.2,0.6,10.4,10.2,2.8,2,2.6,2.8,19,4,0,3.1,3.2,2.4
"20220108-Cartagena-Huesca",2022-01-08,"21_22","Cartagena","Huesca","A",0,3,0.4,0.2,1.6,1.2,2,0,1.2,0.8,0.8,0.8,10.4,10.2,3.6,5.4,3.4,2.2,8,14,1,2.1,3.5,3.4
"20220108-Ibiza-Alcorcon",2022-01-08,"21_22","Ibiza","Alcorcon","H",6,2,0.2,0,1,0.6,1,0,0.6,0.6,1,1.2,13.6,11.8,8,4.8,2.2,2.8,14,22,1,1.72,3.8,4.75
"20220108-Valladolid-Burgos",2022-01-08,"21_22","Valladolid","Burgos","H",1,0,0.8,0.6,2.4,2,3,0,1.8,1.8,0.8,1,17.4,11.6,7.8,4,2.4,1.6,3,13,1,1.44,4.5,7
"20220108-Leganes-SociedadB",2022-01-08,"21_22","Leganes","Sociedad B","D",1,1,0.4,0,1.4,0,0,0,1.4,0.4,1.2,2,13.4,11.6,2.8,5.2,2.4,2,17,21,1,1.7,3.6,5.25
"20220109-Malaga-SpGijon",2022-01-09,"21_22","Malaga","Sp Gijon","D",2,2,0.2,0.2,0.8,1.2,1,0,0.8,1,1.8,0.8,10.6,13.4,4.8,3.8,2.6,2.2,12,14,1,2.4,3.3,3
"20220109-Ponferradina-Zaragoza",2022-01-09,"21_22","Ponferradina","Zaragoza","D",0,0,0.4,0.2,1.6,0.8,0,0,1,0.4,1,1.6,10.4,11,3.4,6.2,3.4,1.6,5,17,1,2.4,3.3,3
"20220109-Girona-Fuenlabrada",2022-01-09,"21_22","Girona","Fuenlabrada","H",2,1,0.6,0,2,0.6,2,0,2,0.6,1.2,1.2,9.6,9.6,2.6,5.6,2,3.2,6,20,1,1.72,3.6,5
"20220109-Lugo-Mirandes",2022-01-09,"21_22","Lugo","Mirandes","H",2,1,0,0.4,1,1.4,0,1,1,1.2,1,1.2,13.8,12.4,4.6,7.2,3,1.4,18,17,1,2.3,3.25,3.2
"20220109-LasPalmas-Almeria",2022-01-09,"21_22","Las Palmas","Almeria","D",1,1,0.4,0.4,1.4,1.6,1,0,0.8,1.4,1.2,0.6,14.8,14.4,5,4.2,2.6,1.8,7,1,1,2.4,3.1,3.2
"20220110-Oviedo-Eibar",2022-01-10,"21_22","Oviedo","Eibar","D",1,1,0.4,0.6,1.6,2,1,2,1.4,2,0.8,1.4,9.2,13.2,2.8,5.2,1.6,3.2,9,3,1,2.4,3.2,3.1
"20220119-Lugo-Almeria",2022-01-19,"21_22","Lugo","Almeria","H",2,1,0.2,0.2,1.4,1.2,1,0,1,1,0.8,0.6,14.8,11.8,4.8,3.2,3,1.8,15,1,0,3.5,3.3,2.15
"20220121-Tenerife-Oviedo",2022-01-21,"21_22","Tenerife","Oviedo","H",4,0,0.2,0.4,1.2,1.6,0,0,1,1.4,0.8,0.8,12.4,10.2,2.2,4.8,2.6,1.4,4,8,1,2.1,3,4
"20220122-Zaragoza-Valladolid",2022-01-22,"21_22","Zaragoza","Valladolid","D",0,0,0.2,0.8,0.8,2.4,0,4,0.2,1.6,1.4,0.8,11.8,18.2,5.4,7.8,1.4,2,16,2,0,3.1,3.2,2.4
"20220122-Fuenlabrada-LasPalmas",2022-01-22,"21_22","Fuenlabrada","Las Palmas","H",3,2,0,0.4,0.4,1.6,0,0,0.6,0.8,1.4,0.6,10,15,5.8,4.6,4,3,20,7,0,3.1,3.2,2.4
"20220122-Malaga-Ibiza",2022-01-22,"21_22","Malaga","Ibiza","A",0,5,0.2,0.4,1,1.6,0,2,1.2,1.8,1.6,1.2,11.2,15,4.8,7,3.6,1.6,11,10,1,2.4,3.2,3.2
"20220123-Burgos-Leganes",2022-01-23,"21_22","Burgos","Leganes","H",4,0,0.4,0.2,1.4,1,0,0,1.2,0.8,1.2,1.2,10.2,14.6,3.6,3.6,1.8,2.2,14,17,0,2.75,3.2,2.7
"20220123-SpGijon-Amorebieta",2022-01-23,"21_22","Sp Gijon","Amorebieta","H",2,1,0.2,0.2,1.2,1.4,0,0,1.2,1.4,1,1.2,13,10,3.6,3.2,2.6,1.8,15,20,1,1.85,3.25,5
"20220123-Girona-Lugo",2022-01-23,"21_22","Girona","Lugo","D",1,1,0.8,0.4,2.6,1.8,3,2,2,1.2,0.6,0.8,10,13.4,3.4,4.4,2.2,3.2,6,15,1,1.72,3.4,5.5
"20220123-Huesca-Ponferradina",2022-01-23,"21_22","Huesca","Ponferradina","A",1,2,0.4,0.2,1.6,1.2,1,0,1.4,0.8,0.8,1,12.4,11.2,5.8,4.4,1.8,3.4,15,5,1,2.25,3.1,3.5
"20220123-Alcorcon-Mirandes",2022-01-23,"21_22","Alcorcon","Mirandes","D",0,0,0,0.4,0.4,1.2,0,0,0.8,1.2,2.2,1.4,10.2,13,4.2,8,2,1.6,22,17,1,2.75,3,2.8
"20220124-Almeria-Eibar",2022-01-24,"21_22","Almeria","Eibar","A",0,2,0.2,0.4,1,1.6,0,0,1.2,1.4,1,1.2,13.4,12.4,5.4,4.6,2.4,3.2,1,3,1,2,3.3,4
"20220124-SociedadB-Cartagena",2022-01-24,"21_22","Sociedad B","Cartagena","A",1,2,0,0.4,0.2,1.6,0,0,0.6,1.2,1.8,1,10,9.4,4.6,2.6,1.6,3.2,21,10,0,2.8,3.2,2.6
"20220128-Valladolid-SpGijon",2022-01-28,"21_22","Valladolid","Sp Gijon","H",1,0,0.8,0.4,2.6,1.8,0,1,1.2,1.6,0.2,1,15.8,15,7,4.6,1.8,2.2,3,12,1,1.6,4,5.75
"20220129-Amorebieta-Girona",2022-01-29,"21_22","Amorebieta","Girona","H",1,0,0,0.6,0.8,2.2,0,0,1.2,1.6,1.4,0.8,10.6,10,3,3.4,2.4,2.6,20,6,0,3.2,3.1,2.4
"20220129-Eibar-Huesca",2022-01-29,"21_22","Eibar","Huesca","H",2,1,0.6,0.2,2.2,1,1,0,1.8,1,1,0.8,10,14.2,4,6,3.4,2.4,3,15,1,1.8,3.6,4.5
"20220129-Lugo-Burgos",2022-01-29,"21_22","Lugo","Burgos","H",1,0,0.4,0.4,1.8,1.4,0,1,1.4,1.8,1,1.2,13,11.6,3,4.4,3.2,1.8,13,11,1,2.1,3.2,4
"20220129-Oviedo-Almeria",2022-01-29,"21_22","Oviedo","Almeria","H",2,0,0.2,0.2,1,0.8,0,0,0.8,1,1.4,1.2,9,16.8,5.6,7,1.8,2,11,3,1,2.75,3,2.8
"20220130-Leganes-Alcorcon",2022-01-30,"21_22","Leganes","Alcorcon","H",1,0,0.2,0,1,0.6,0,0,0.8,0.6,1.4,1.6,12.4,11.2,2.6,5,2.4,2,18,22,1,1.72,3.5,5.25
"20220130-Cartagena-Fuenlabrada",2022-01-30,"21_22","Cartagena","Fuenlabrada","H",3,0,0.6,0.2,2,0.8,1,1,1.4,1,1,1.6,9.6,11.8,3,5.8,2.6,4.2,9,20,1,1.95,3.3,4.2
"20220130-LasPalmas-SociedadB",2022-01-30,"21_22","Las Palmas","Sociedad B","D",0,0,0.2,0,1,0.2,0,0,1,0.8,1.2,2,14,9.8,4.2,3.4,2.4,1.4,9,21,1,1.6,3.6,6.5
"20220130-Mirandes-Malaga",2022-01-30,"21_22","Mirandes","Malaga","H",3,0,0.4,0.2,1.4,1,0,0,1,1,1,2.2,11.4,11.8,6.6,3.8,2,3.2,17,14,1,2.2,3.1,3.6
